winner, loser, victorycount
5, 3, 1
6, 4, 10
6, 5, 6
1, 6, 7
0, 3, 2
9, 5, 4
0, 9, 6
5, 9, 6
1, 5, 4
2, 1, 2
7, 1, 7
2, 5, 3
1, 0, 4
7, 9, 7
9, 6, 9
8, 9, 6
0, 6, 10
5, 6, 11
4, 7, 2
9, 8, 6
9, 0, 7
4, 1, 5
1, 3, 4
7, 2, 1
2, 9, 12
2, 8, 4
8, 6, 8
4, 0, 3
5, 4, 5
2, 0, 1
7, 0, 7
6, 8, 5
4, 9, 4
9, 2, 7
4, 3, 2
5, 1, 1
1, 4, 4
0, 8, 3
0, 5, 5
5, 0, 5
8, 5, 4
3, 0, 2
3, 7, 10
6, 1, 6
1, 8, 5
8, 1, 2
4, 8, 1
9, 3, 7
4, 6, 9
8, 4, 5
5, 8, 6
4, 5, 7
2, 3, 6
1, 9, 2
7, 6, 5
6, 9, 13
8, 2, 5
3, 5, 3
7, 3, 3
1, 7, 4
0, 2, 1
6, 2, 3
7, 8, 8
6, 0, 8
0, 4, 5
3, 2, 8
9, 4, 3
8, 3, 2
5, 2, 5
2, 6, 8
3, 8, 7
3, 6, 4
2, 4, 4
0, 7, 4
4, 2, 7
5, 7, 2
8, 0, 2
7, 4, 2
6, 3, 2
3, 1, 7
2, 7, 2
8, 7, 5
0, 1, 2
3, 9, 7
6, 7, 6
9, 1, 4
1, 2, 3
9, 7, 7
7, 5, 5
3, 4, 6
