self, opp, fightsavoided
3, 1, 14
9, 8, 9
6, 3, 4
5, 9, 7
1, 8, 5
3, 6, 3
7, 4, 2
5, 4, 8
9, 6, 11
0, 3, 0
7, 9, 5
6, 1, 6
7, 8, 8
1, 3, 6
2, 7, 3
3, 0, 3
6, 9, 3
0, 7, 3
2, 9, 5
9, 1, 6
7, 0, 13
5, 2, 0
3, 2, 4
4, 2, 7
5, 7, 4
4, 8, 6
4, 6, 6
0, 9, 4
7, 5, 5
7, 2, 3
9, 7, 0
3, 7, 2
4, 9, 3
4, 0, 1
4, 1, 5
1, 0, 0
3, 8, 5
4, 5, 4
9, 5, 11
2, 3, 8
8, 1, 11
1, 5, 2
6, 8, 0
3, 5, 3
2, 5, 9
1, 2, 1
8, 9, 7
3, 4, 10
8, 5, 14
8, 2, 0
8, 7, 4
7, 1, 1
1, 9, 7
2, 4, 7
6, 5, 4
5, 6, 4
2, 0, 7
5, 3, 2
0, 1, 3
2, 6, 9
1, 7, 2
8, 3, 1
6, 4, 2
9, 3, 8
0, 8, 2
5, 8, 11
9, 4, 4
4, 7, 6
2, 8, 4
1, 4, 4
7, 3, 8
6, 7, 4
1, 6, 4
5, 1, 6
7, 6, 15
5, 0, 1
9, 0, 4
2, 1, 7
8, 0, 5
0, 5, 7
8, 4, 2
4, 3, 2
3, 9, 4
6, 2, 4
6, 0, 1
9, 2, 0
0, 2, 8
0, 4, 7
8, 6, 4
0, 6, 6
