self, opp, fightsavoided
2, 5, 0
1, 7, 7
9, 0, 2
4, 9, 3
9, 8, 0
9, 6, 6
4, 2, 1
5, 3, 5
8, 0, 13
9, 3, 2
2, 8, 4
5, 6, 17
8, 3, 3
7, 9, 5
1, 9, 4
8, 7, 6
5, 0, 5
2, 9, 5
5, 8, 2
8, 9, 6
4, 6, 9
6, 8, 1
5, 7, 5
0, 1, 4
8, 1, 11
9, 2, 3
6, 1, 2
0, 6, 6
6, 5, 0
6, 0, 2
7, 3, 5
3, 0, 3
4, 5, 4
0, 9, 6
1, 5, 4
9, 4, 4
5, 1, 3
8, 4, 4
1, 2, 3
4, 3, 2
6, 3, 0
7, 6, 7
3, 2, 6
2, 0, 10
3, 8, 4
5, 2, 1
0, 5, 4
3, 7, 6
3, 5, 2
7, 2, 2
4, 1, 3
2, 1, 7
6, 9, 8
0, 4, 4
1, 3, 2
9, 7, 6
2, 3, 7
3, 9, 5
2, 4, 5
8, 5, 5
3, 6, 11
7, 8, 1
9, 5, 5
3, 4, 5
6, 2, 2
2, 7, 7
0, 7, 4
0, 3, 1
4, 8, 2
4, 0, 3
1, 4, 5
0, 2, 2
1, 8, 2
7, 5, 6
8, 2, 6
1, 6, 3
6, 4, 0
6, 7, 2
5, 4, 6
4, 7, 10
3, 1, 10
1, 0, 11
9, 1, 12
2, 6, 14
8, 6, 3
7, 1, 10
0, 8, 7
7, 4, 12
5, 9, 6
7, 0, 11
