approaching, opponent, attackcount
5, 1, 15
5, 3, 11
9, 3, 12
0, 4, 0
1, 4, 0
8, 4, 14
0, 6, 0
9, 2, 16
5, 6, 2
7, 3, 3
5, 7, 17
3, 1, 2
5, 0, 8
3, 4, 2
3, 8, 2
7, 4, 1
3, 6, 1
9, 6, 4
9, 1, 23
6, 0, 22
3, 0, 2
6, 8, 3
4, 0, 2
9, 0, 13
6, 9, 2
8, 6, 0
8, 9, 1
4, 3, 6
7, 2, 1
4, 8, 0
6, 1, 16
2, 9, 1
7, 0, 1
4, 6, 1
1, 3, 3
4, 1, 5
1, 5, 0
4, 7, 2
2, 3, 4
2, 0, 3
9, 8, 3
7, 8, 0
4, 5, 1
7, 9, 0
3, 2, 1
2, 4, 2
5, 4, 12
1, 6, 0
5, 2, 11
4, 2, 1
8, 1, 11
0, 8, 1
2, 1, 7
3, 5, 1
9, 4, 14
7, 1, 1
2, 8, 0
0, 2, 2
3, 9, 1
1, 2, 0
6, 3, 16
9, 5, 1
3, 7, 1
8, 5, 0
8, 0, 7
2, 5, 0
0, 1, 5
2, 7, 9
1, 7, 4
6, 4, 12
1, 8, 0
6, 5, 1
8, 2, 6
0, 9, 0
5, 9, 2
7, 6, 0
4, 9, 0
0, 7, 2
1, 9, 0
7, 5, 0
5, 8, 3
6, 7, 18
1, 0, 0
9, 7, 22
8, 7, 16
2, 6, 1
8, 3, 17
0, 5, 0
0, 3, 1
6, 2, 16
