approaching, opponent, attackcount
4, 1, 15
4, 2, 2
9, 2, 6
4, 5, 12
8, 3, 2
0, 2, 0
5, 1, 11
0, 9, 1
5, 7, 2
7, 8, 6
7, 9, 3
5, 4, 2
8, 1, 15
1, 0, 1
8, 6, 2
7, 5, 13
2, 3, 1
9, 3, 3
9, 1, 12
0, 1, 16
8, 7, 1
8, 5, 6
4, 9, 0
1, 5, 2
9, 4, 8
2, 9, 2
9, 0, 10
3, 5, 13
9, 8, 4
6, 5, 11
7, 6, 1
1, 3, 1
3, 4, 10
2, 0, 4
6, 8, 4
7, 4, 11
6, 4, 5
8, 9, 2
6, 0, 11
2, 1, 23
5, 2, 2
5, 0, 3
3, 6, 4
4, 3, 1
5, 9, 2
1, 4, 0
3, 1, 21
1, 8, 0
2, 8, 3
2, 6, 1
4, 8, 1
3, 2, 7
0, 8, 1
1, 9, 0
9, 6, 2
5, 3, 1
8, 4, 6
7, 0, 10
4, 7, 0
2, 7, 0
7, 1, 21
6, 7, 1
0, 7, 1
5, 8, 0
3, 8, 4
3, 9, 4
1, 6, 0
9, 5, 14
5, 6, 0
0, 5, 6
0, 6, 0
9, 7, 1
6, 3, 2
0, 4, 2
8, 0, 5
2, 4, 9
4, 0, 4
6, 2, 3
6, 9, 3
7, 3, 3
2, 5, 11
4, 6, 3
1, 7, 2
8, 2, 1
7, 2, 4
1, 2, 0
0, 3, 0
6, 1, 19
3, 7, 1
3, 0, 7
