approaching, opponent, attackcount
1, 5, 6
3, 8, 7
8, 5, 1
9, 7, 3
3, 6, 11
3, 2, 6
5, 9, 7
4, 8, 3
6, 5, 2
1, 3, 6
7, 2, 4
3, 4, 12
1, 9, 3
2, 0, 10
4, 9, 8
1, 7, 4
1, 8, 3
4, 7, 4
4, 6, 3
9, 0, 8
4, 0, 7
5, 3, 3
9, 3, 5
6, 3, 5
0, 6, 7
8, 0, 7
0, 3, 3
4, 2, 3
2, 5, 1
0, 9, 9
7, 5, 6
8, 9, 2
2, 6, 1
2, 8, 0
8, 2, 3
2, 7, 6
1, 4, 3
7, 3, 5
8, 4, 3
0, 5, 0
4, 1, 6
2, 9, 2
2, 4, 5
9, 4, 8
5, 0, 4
4, 5, 11
7, 6, 4
8, 1, 5
5, 7, 6
8, 6, 3
0, 1, 12
9, 1, 2
6, 4, 3
3, 1, 4
5, 6, 4
6, 7, 4
4, 3, 4
6, 9, 6
0, 4, 9
6, 1, 3
6, 0, 5
1, 0, 6
3, 0, 10
5, 1, 2
0, 7, 9
3, 5, 5
7, 8, 4
8, 3, 6
7, 4, 7
9, 8, 7
9, 2, 4
0, 8, 3
2, 3, 5
7, 9, 6
6, 2, 4
3, 7, 3
5, 4, 4
1, 6, 4
8, 7, 3
1, 2, 5
5, 2, 1
5, 8, 3
7, 1, 10
9, 5, 6
0, 2, 7
2, 1, 3
6, 8, 2
3, 9, 8
7, 0, 8
9, 6, 6
