self, opp, fightsavoided
8, 0, 2
3, 5, 3
7, 8, 8
0, 8, 5
9, 2, 9
2, 7, 10
5, 8, 3
7, 3, 5
6, 7, 8
9, 5, 2
5, 1, 2
7, 5, 1
2, 1, 2
1, 0, 6
2, 0, 2
4, 7, 3
5, 3, 0
5, 2, 2
7, 1, 2
9, 1, 1
2, 6, 3
5, 6, 6
8, 4, 3
4, 1, 1
3, 6, 4
8, 6, 2
7, 0, 8
6, 8, 5
3, 4, 5
6, 0, 7
9, 4, 4
0, 9, 4
6, 2, 15
0, 1, 2
8, 7, 7
4, 9, 6
1, 3, 5
2, 5, 10
6, 9, 14
6, 4, 13
4, 2, 5
0, 7, 7
2, 4, 8
3, 0, 5
8, 1, 5
3, 2, 6
4, 5, 6
3, 7, 10
1, 7, 5
8, 2, 1
1, 5, 5
5, 7, 5
9, 7, 3
0, 6, 7
9, 6, 2
4, 0, 6
0, 5, 3
3, 1, 4
9, 0, 7
5, 9, 3
1, 6, 2
2, 3, 2
8, 9, 7
0, 3, 5
1, 4, 0
7, 6, 7
6, 5, 6
9, 3, 4
8, 3, 4
6, 3, 4
5, 0, 4
8, 5, 4
4, 3, 4
4, 6, 8
1, 8, 4
2, 9, 5
2, 8, 5
7, 9, 3
0, 2, 6
3, 8, 9
7, 4, 3
5, 4, 2
4, 8, 3
3, 9, 5
1, 2, 10
7, 2, 3
9, 8, 8
1, 9, 8
0, 4, 6
6, 1, 6
