winner, loser, victorycount
5, 8, 7
5, 3, 8
9, 3, 11
9, 0, 2
0, 5, 6
8, 3, 3
7, 1, 3
2, 4, 4
1, 7, 2
1, 2, 9
9, 1, 4
3, 9, 6
7, 8, 5
1, 4, 4
7, 0, 3
3, 8, 0
2, 9, 5
1, 5, 3
9, 5, 4
4, 5, 5
5, 6, 1
9, 2, 2
3, 0, 3
7, 3, 2
0, 1, 6
8, 4, 6
1, 9, 2
6, 3, 6
7, 4, 4
6, 2, 3
9, 7, 5
4, 3, 6
6, 8, 6
1, 6, 8
2, 6, 7
6, 1, 3
3, 7, 6
1, 8, 6
4, 1, 5
2, 0, 1
0, 9, 4
4, 8, 5
5, 4, 8
5, 9, 1
2, 3, 4
3, 1, 6
7, 9, 4
3, 2, 8
4, 0, 7
9, 4, 2
6, 7, 5
3, 6, 7
7, 5, 2
6, 4, 3
0, 4, 2
8, 9, 8
5, 2, 4
8, 0, 6
0, 6, 7
6, 9, 10
4, 9, 9
5, 7, 4
0, 3, 6
6, 5, 4
8, 6, 8
8, 2, 5
4, 6, 8
0, 2, 4
4, 2, 10
2, 1, 3
2, 8, 5
6, 0, 2
2, 5, 5
3, 4, 4
7, 6, 8
5, 1, 4
0, 8, 6
4, 7, 6
0, 7, 7
7, 2, 7
8, 5, 7
9, 6, 7
5, 0, 5
8, 7, 2
9, 8, 6
1, 0, 9
1, 3, 0
3, 5, 3
2, 7, 4
8, 1, 7
