winner, loser, victorycount
6, 2, 7
2, 1, 9
6, 3, 3
0, 7, 1
3, 0, 8
5, 0, 11
1, 9, 1
9, 6, 5
3, 2, 6
7, 0, 10
0, 9, 6
8, 1, 3
0, 8, 1
1, 6, 2
6, 5, 10
9, 2, 4
5, 2, 7
4, 7, 6
2, 8, 4
7, 8, 4
0, 5, 7
8, 7, 8
7, 2, 9
8, 9, 2
6, 4, 3
2, 6, 0
3, 5, 8
3, 4, 4
4, 9, 9
7, 5, 5
8, 3, 2
1, 5, 4
3, 6, 1
4, 3, 2
7, 6, 4
2, 0, 16
2, 4, 6
2, 3, 1
8, 0, 9
1, 3, 2
4, 0, 10
9, 1, 7
5, 6, 3
6, 9, 10
5, 4, 3
6, 8, 3
8, 4, 4
4, 5, 6
5, 8, 3
0, 3, 2
1, 2, 7
3, 1, 3
6, 0, 8
3, 8, 3
8, 6, 2
2, 5, 7
0, 2, 3
1, 8, 3
3, 9, 5
1, 7, 6
0, 6, 4
5, 7, 6
9, 7, 2
9, 8, 4
9, 0, 9
1, 0, 14
7, 4, 4
2, 9, 5
4, 8, 7
5, 1, 2
2, 7, 5
7, 3, 2
7, 9, 4
6, 7, 7
1, 4, 5
4, 2, 8
9, 5, 6
9, 4, 5
7, 1, 4
8, 5, 5
5, 3, 2
3, 7, 2
4, 1, 4
8, 2, 8
0, 4, 6
9, 3, 0
4, 6, 4
0, 1, 1
6, 1, 1
5, 9, 6
