winner, loser, victorycount
0, 6, 2
4, 1, 1
7, 2, 1
6, 9, 4
3, 1, 4
0, 5, 7
1, 2, 2
5, 0, 13
2, 4, 2
0, 3, 8
5, 2, 3
7, 3, 6
1, 9, 11
0, 4, 2
6, 2, 0
1, 5, 9
9, 8, 3
9, 2, 2
3, 4, 1
0, 9, 8
6, 1, 4
3, 2, 2
8, 2, 5
5, 4, 2
9, 7, 4
7, 8, 3
1, 4, 2
6, 8, 3
7, 0, 16
7, 9, 11
8, 6, 5
8, 7, 6
5, 9, 5
3, 8, 5
4, 5, 10
6, 7, 6
2, 8, 3
4, 2, 1
6, 3, 12
2, 3, 4
2, 5, 2
1, 7, 4
5, 8, 3
3, 6, 6
7, 6, 1
4, 6, 0
3, 7, 4
7, 4, 2
2, 7, 8
4, 8, 0
6, 4, 4
3, 0, 13
9, 0, 14
1, 6, 0
5, 1, 4
8, 5, 6
1, 8, 5
9, 6, 1
5, 7, 8
3, 5, 0
2, 0, 10
8, 9, 6
1, 0, 11
6, 5, 5
8, 1, 2
8, 3, 3
2, 6, 3
6, 0, 13
1, 3, 6
7, 5, 3
7, 1, 2
0, 7, 6
8, 0, 10
4, 0, 12
9, 3, 5
2, 9, 6
8, 4, 1
0, 2, 3
4, 3, 9
5, 3, 6
9, 5, 10
9, 4, 1
0, 8, 4
4, 9, 5
4, 7, 5
5, 6, 1
3, 9, 11
0, 1, 3
2, 1, 2
9, 1, 3
