winner, loser, victorycount
4, 0, 2
7, 9, 9
5, 0, 3
9, 6, 3
2, 5, 3
9, 1, 0
3, 2, 0
7, 6, 2
8, 5, 1
2, 9, 6
2, 7, 10
0, 2, 3
8, 1, 1
1, 7, 11
1, 8, 5
1, 2, 2
5, 2, 2
0, 4, 0
6, 0, 2
1, 6, 1
8, 0, 2
6, 1, 2
7, 4, 1
6, 7, 7
1, 3, 5
4, 3, 3
6, 4, 3
7, 2, 1
7, 0, 2
4, 8, 11
4, 6, 3
4, 7, 11
9, 4, 3
7, 8, 11
3, 4, 3
8, 7, 14
4, 9, 12
5, 3, 5
2, 6, 2
9, 5, 0
0, 8, 17
1, 4, 2
3, 7, 11
5, 1, 3
0, 1, 2
3, 8, 12
8, 9, 18
6, 5, 5
0, 9, 7
1, 0, 2
3, 6, 6
5, 7, 10
2, 0, 3
9, 0, 3
6, 3, 3
9, 2, 6
8, 3, 5
0, 3, 3
7, 5, 2
6, 9, 14
9, 7, 9
8, 6, 1
5, 8, 14
3, 1, 2
1, 9, 12
3, 9, 15
2, 1, 1
0, 6, 1
4, 1, 1
7, 1, 1
3, 5, 5
2, 4, 3
5, 4, 4
2, 3, 3
9, 8, 10
7, 3, 3
8, 4, 1
3, 0, 0
5, 6, 3
4, 5, 4
9, 3, 2
0, 5, 2
2, 8, 9
5, 9, 14
0, 7, 7
1, 5, 2
6, 8, 10
8, 2, 2
6, 2, 2
4, 2, 6
