self, opp, fightsavoided
5, 6, 8
7, 2, 4
6, 7, 2
3, 5, 15
4, 2, 9
2, 1, 3
7, 6, 2
7, 5, 8
9, 0, 6
4, 0, 2
8, 7, 3
6, 8, 7
9, 1, 2
3, 0, 3
2, 4, 12
9, 6, 6
4, 8, 2
5, 3, 8
0, 2, 6
6, 3, 3
2, 3, 5
9, 5, 4
7, 0, 5
2, 8, 7
0, 4, 3
8, 4, 4
4, 3, 4
5, 1, 5
9, 3, 3
1, 7, 8
0, 8, 1
3, 9, 9
8, 2, 2
0, 7, 8
1, 0, 3
9, 4, 3
5, 7, 1
7, 8, 11
2, 6, 11
6, 0, 3
6, 4, 9
4, 9, 5
1, 8, 5
5, 4, 5
3, 1, 2
0, 3, 4
5, 8, 2
6, 9, 3
4, 1, 5
3, 2, 5
2, 7, 3
4, 6, 4
7, 1, 8
1, 3, 6
6, 1, 2
2, 5, 3
8, 9, 6
3, 6, 8
3, 4, 5
4, 7, 5
0, 9, 6
8, 0, 4
0, 5, 5
7, 3, 4
7, 9, 15
6, 5, 3
3, 7, 4
5, 2, 1
9, 7, 0
5, 9, 8
9, 8, 2
6, 2, 1
8, 5, 4
1, 9, 7
0, 1, 1
5, 0, 1
0, 6, 10
1, 6, 3
1, 2, 4
4, 5, 2
1, 5, 10
8, 1, 5
3, 8, 6
2, 0, 5
2, 9, 6
9, 2, 3
7, 4, 10
1, 4, 5
8, 3, 5
8, 6, 4
