self, opp, fightsavoided
0, 5, 10
1, 9, 4
0, 4, 3
5, 7, 2
9, 3, 2
5, 8, 4
1, 8, 3
9, 1, 6
3, 6, 3
2, 1, 8
2, 9, 5
9, 6, 7
0, 1, 7
8, 2, 3
1, 0, 5
3, 0, 5
4, 9, 5
1, 6, 7
4, 8, 5
7, 1, 4
6, 0, 1
4, 5, 7
9, 7, 3
5, 2, 8
4, 7, 10
8, 0, 4
6, 2, 1
6, 3, 2
9, 5, 7
2, 6, 2
2, 8, 10
0, 2, 4
4, 0, 6
3, 1, 7
7, 0, 6
9, 8, 7
8, 4, 4
7, 9, 10
4, 6, 7
3, 4, 1
9, 4, 13
8, 3, 3
7, 2, 7
0, 6, 2
1, 4, 3
7, 3, 5
8, 7, 2
4, 3, 4
5, 1, 3
9, 2, 6
5, 9, 2
9, 0, 4
7, 5, 9
8, 1, 9
2, 3, 7
1, 3, 2
0, 3, 6
8, 5, 3
5, 6, 5
5, 3, 3
7, 6, 14
0, 8, 7
3, 9, 6
6, 1, 9
2, 5, 5
6, 8, 7
6, 5, 1
3, 7, 2
0, 7, 3
1, 5, 6
4, 2, 6
8, 9, 8
5, 0, 4
6, 7, 3
7, 4, 5
3, 2, 10
2, 4, 1
0, 9, 2
7, 8, 6
5, 4, 9
3, 5, 2
8, 6, 5
1, 2, 7
6, 9, 1
3, 8, 7
2, 7, 0
2, 0, 5
6, 4, 1
1, 7, 0
4, 1, 5
