winner, loser, victorycount
4, 6, 13
9, 5, 18
9, 7, 4
0, 2, 10
4, 1, 15
8, 0, 0
8, 3, 0
7, 2, 4
0, 7, 14
1, 4, 0
6, 4, 0
7, 0, 0
2, 0, 0
8, 5, 0
6, 1, 9
3, 2, 9
1, 9, 0
7, 5, 3
6, 9, 10
8, 2, 0
7, 4, 0
5, 9, 0
5, 2, 1
2, 9, 0
1, 5, 3
0, 1, 6
6, 5, 13
1, 3, 0
9, 0, 2
3, 1, 12
5, 0, 0
5, 6, 0
5, 4, 0
9, 8, 7
3, 5, 12
3, 8, 11
0, 3, 0
9, 3, 0
2, 6, 0
4, 2, 10
4, 3, 8
3, 9, 14
3, 7, 8
4, 8, 9
4, 7, 15
1, 8, 1
5, 7, 1
6, 8, 8
7, 9, 0
0, 6, 0
8, 9, 0
5, 3, 0
4, 5, 11
0, 5, 12
0, 9, 3
2, 4, 0
1, 0, 0
7, 8, 5
8, 4, 0
1, 6, 0
0, 8, 13
9, 4, 0
9, 1, 6
9, 6, 0
2, 7, 2
8, 1, 0
3, 6, 15
0, 4, 0
1, 7, 1
7, 3, 0
7, 1, 2
8, 6, 0
3, 0, 17
2, 8, 9
5, 8, 10
2, 1, 3
6, 2, 7
4, 9, 19
6, 7, 11
5, 1, 2
9, 2, 12
2, 5, 4
6, 3, 0
1, 2, 1
4, 0, 11
6, 0, 15
3, 4, 9
8, 7, 0
7, 6, 0
2, 3, 0
