winner, loser, victorycount
1, 5, 0
3, 8, 0
5, 9, 18
9, 7, 16
8, 6, 9
6, 7, 8
8, 0, 4
6, 1, 11
7, 5, 0
1, 7, 0
7, 0, 0
7, 4, 0
7, 6, 0
3, 5, 0
4, 3, 9
4, 1, 5
3, 4, 0
0, 1, 9
2, 0, 5
5, 1, 15
0, 2, 0
8, 2, 14
7, 9, 0
4, 7, 13
4, 0, 14
0, 7, 7
4, 9, 6
6, 2, 8
8, 4, 0
4, 5, 0
3, 0, 0
5, 4, 19
4, 2, 9
0, 4, 0
9, 4, 10
2, 4, 0
1, 4, 0
2, 7, 5
6, 0, 9
5, 3, 11
2, 5, 0
2, 8, 0
5, 0, 10
6, 9, 0
0, 6, 0
5, 7, 16
3, 9, 0
4, 8, 11
6, 8, 0
2, 6, 2
1, 6, 0
7, 3, 8
9, 5, 0
1, 0, 0
2, 1, 5
8, 7, 12
0, 3, 6
6, 5, 0
4, 6, 2
2, 3, 9
3, 7, 0
9, 1, 8
7, 1, 3
1, 3, 10
7, 8, 0
3, 1, 0
9, 6, 9
5, 8, 10
6, 3, 6
8, 1, 6
9, 2, 13
8, 3, 6
5, 6, 22
2, 9, 0
0, 5, 0
5, 2, 8
0, 9, 0
1, 8, 0
3, 2, 0
6, 4, 0
9, 0, 17
1, 9, 0
8, 9, 0
1, 2, 0
7, 2, 0
0, 8, 0
3, 6, 0
9, 8, 9
8, 5, 0
9, 3, 8
