winner, loser, victorycount
4, 0, 14
5, 7, 0
9, 3, 13
3, 1, 0
8, 6, 4
6, 3, 8
0, 9, 0
6, 0, 11
0, 5, 0
7, 1, 10
2, 3, 12
3, 2, 0
2, 9, 0
0, 1, 0
9, 6, 12
7, 5, 9
1, 7, 0
2, 1, 4
4, 5, 6
8, 4, 0
7, 8, 4
1, 9, 0
8, 7, 0
4, 8, 14
3, 0, 7
9, 0, 16
7, 0, 9
5, 1, 0
9, 8, 7
6, 7, 0
0, 4, 0
7, 6, 10
1, 6, 0
8, 0, 7
4, 9, 14
2, 8, 0
5, 4, 0
5, 9, 0
9, 2, 17
4, 6, 9
8, 3, 6
9, 1, 13
0, 8, 0
3, 4, 0
8, 5, 5
1, 8, 0
7, 2, 10
2, 4, 0
0, 2, 0
1, 4, 0
7, 4, 9
9, 4, 10
2, 6, 0
4, 7, 11
4, 2, 14
2, 5, 7
0, 7, 0
8, 9, 0
6, 9, 0
4, 3, 9
1, 2, 1
6, 1, 4
8, 2, 14
7, 3, 10
5, 2, 0
2, 0, 10
6, 2, 5
3, 7, 0
3, 8, 0
2, 7, 0
5, 6, 0
6, 5, 4
6, 4, 0
3, 6, 0
3, 9, 0
6, 8, 3
4, 1, 9
1, 5, 10
5, 0, 10
5, 8, 0
0, 3, 0
9, 7, 7
7, 9, 6
1, 3, 6
5, 3, 0
0, 6, 0
9, 5, 10
3, 5, 9
8, 1, 13
1, 0, 8
