self, opp, fightsavoided
6, 8, 3
4, 7, 11
1, 3, 5
6, 9, 6
0, 9, 5
6, 3, 11
6, 4, 5
6, 1, 4
1, 2, 7
4, 1, 0
5, 0, 3
9, 7, 1
5, 3, 2
8, 9, 7
3, 2, 10
6, 7, 4
7, 8, 5
8, 6, 2
7, 5, 3
7, 1, 4
9, 4, 5
1, 9, 5
9, 6, 3
1, 4, 6
7, 9, 4
2, 4, 8
5, 1, 10
7, 2, 4
9, 5, 7
4, 3, 7
8, 2, 4
3, 7, 4
7, 0, 6
8, 5, 6
5, 2, 8
1, 0, 7
3, 9, 7
2, 7, 5
3, 6, 9
2, 3, 8
9, 2, 4
4, 6, 8
1, 6, 3
9, 8, 7
2, 9, 4
3, 5, 3
3, 1, 5
0, 2, 9
7, 3, 1
4, 0, 4
7, 6, 2
2, 0, 4
8, 3, 7
6, 5, 4
5, 6, 7
2, 5, 1
1, 8, 3
9, 1, 7
8, 1, 2
2, 8, 4
1, 7, 3
0, 8, 3
0, 1, 2
7, 4, 4
9, 3, 4
0, 5, 7
0, 3, 9
6, 0, 10
2, 1, 3
0, 6, 13
5, 4, 5
0, 4, 5
1, 5, 6
2, 6, 5
5, 8, 1
5, 9, 4
3, 8, 4
8, 7, 1
9, 0, 4
0, 7, 4
4, 5, 4
6, 2, 1
3, 4, 5
4, 8, 3
5, 7, 5
8, 4, 7
4, 9, 6
8, 0, 4
4, 2, 5
3, 0, 3
