winner, loser, victorycount
5, 2, 4
5, 7, 2
9, 4, 21
2, 8, 1
9, 3, 14
5, 4, 11
7, 3, 15
5, 3, 17
8, 5, 0
2, 9, 5
4, 7, 0
2, 6, 3
3, 8, 0
3, 5, 0
0, 8, 0
1, 2, 0
6, 9, 2
6, 0, 23
4, 5, 1
8, 9, 1
7, 5, 1
0, 3, 6
7, 1, 20
4, 0, 1
1, 0, 1
2, 1, 13
2, 0, 18
3, 2, 0
4, 3, 6
2, 7, 3
6, 8, 2
4, 9, 0
5, 6, 2
3, 1, 1
6, 1, 17
6, 4, 10
0, 9, 1
9, 5, 2
8, 6, 0
7, 0, 18
8, 3, 12
1, 9, 1
1, 4, 1
4, 2, 0
1, 7, 0
6, 2, 0
7, 2, 0
5, 9, 1
2, 3, 11
3, 9, 2
4, 1, 4
9, 1, 18
5, 1, 22
9, 6, 2
9, 8, 4
8, 7, 0
3, 0, 3
7, 8, 3
6, 7, 1
3, 4, 0
5, 8, 4
1, 6, 1
7, 6, 3
0, 1, 0
8, 4, 10
9, 0, 13
7, 9, 1
0, 4, 2
1, 5, 1
6, 5, 1
8, 1, 18
4, 6, 0
0, 5, 0
9, 7, 1
6, 3, 16
3, 6, 0
9, 2, 1
2, 4, 11
7, 4, 9
1, 8, 0
8, 2, 0
1, 3, 2
5, 0, 18
0, 7, 1
4, 8, 0
0, 6, 1
8, 0, 8
0, 2, 0
3, 7, 1
2, 5, 0
