winner, loser, victorycount
9, 8, 10
8, 7, 1
3, 5, 2
4, 8, 21
3, 2, 2
5, 8, 19
0, 5, 2
4, 3, 5
3, 1, 6
9, 2, 8
1, 3, 1
7, 1, 12
1, 9, 4
1, 4, 1
4, 2, 16
6, 9, 5
1, 7, 0
7, 5, 3
7, 0, 4
0, 1, 17
0, 9, 7
3, 4, 2
1, 2, 5
3, 7, 2
8, 9, 3
4, 5, 2
7, 8, 21
2, 6, 1
8, 0, 1
2, 3, 2
7, 3, 3
9, 0, 1
5, 1, 11
9, 3, 0
4, 6, 1
6, 1, 9
9, 1, 9
6, 0, 4
9, 6, 4
7, 6, 3
6, 4, 6
5, 0, 3
4, 1, 13
1, 6, 1
7, 2, 10
4, 7, 2
5, 3, 6
2, 5, 1
4, 0, 4
8, 5, 0
2, 9, 1
7, 4, 2
3, 8, 14
1, 0, 0
2, 1, 1
7, 9, 11
9, 7, 1
0, 6, 2
2, 7, 0
3, 6, 0
8, 3, 1
3, 9, 4
6, 2, 16
1, 5, 0
8, 4, 0
0, 4, 5
2, 0, 0
6, 7, 3
4, 9, 8
0, 7, 1
9, 4, 2
5, 7, 2
2, 8, 6
8, 2, 2
6, 3, 5
9, 5, 2
6, 5, 1
0, 3, 6
3, 0, 0
8, 1, 2
6, 8, 12
2, 4, 0
0, 2, 18
5, 9, 6
8, 6, 1
5, 2, 16
5, 6, 0
0, 8, 15
5, 4, 0
1, 8, 8
