winner, loser, victorycount
4, 9, 11
3, 4, 4
3, 2, 5
8, 5, 11
8, 4, 4
5, 8, 0
9, 2, 1
6, 4, 1
6, 9, 16
7, 9, 15
2, 1, 1
9, 7, 2
1, 8, 4
1, 3, 3
9, 0, 1
6, 7, 0
4, 0, 3
4, 3, 1
2, 8, 5
6, 2, 1
5, 0, 0
1, 0, 7
5, 7, 0
7, 1, 4
4, 1, 2
2, 5, 22
3, 7, 0
3, 6, 6
4, 5, 11
5, 3, 0
5, 2, 0
2, 3, 2
2, 7, 0
2, 4, 2
4, 6, 3
0, 2, 0
3, 8, 3
9, 5, 4
8, 1, 0
5, 9, 0
0, 5, 8
7, 0, 16
1, 2, 3
7, 3, 3
8, 6, 3
1, 5, 16
0, 3, 2
9, 4, 0
0, 6, 2
6, 1, 1
8, 0, 5
7, 6, 5
4, 7, 0
0, 9, 9
0, 4, 3
3, 9, 14
6, 5, 15
7, 4, 3
3, 5, 17
6, 0, 4
4, 2, 3
1, 9, 26
0, 7, 0
6, 3, 2
7, 2, 5
8, 7, 0
0, 1, 2
9, 8, 0
2, 6, 2
1, 6, 3
9, 3, 1
2, 0, 5
7, 5, 31
5, 6, 0
3, 0, 17
8, 2, 3
5, 4, 0
1, 4, 6
6, 8, 4
7, 8, 10
9, 6, 0
1, 7, 1
9, 1, 1
0, 8, 3
8, 9, 16
4, 8, 1
3, 1, 3
5, 1, 0
8, 3, 3
2, 9, 18
