approaching, opponent, attackcount
6, 0, 3
2, 7, 7
9, 7, 5
7, 4, 3
4, 3, 4
3, 1, 2
5, 8, 7
9, 2, 4
0, 7, 5
4, 2, 8
1, 7, 6
7, 5, 4
8, 9, 3
9, 8, 5
4, 0, 4
8, 7, 4
4, 9, 3
2, 6, 4
0, 5, 4
0, 3, 3
8, 6, 5
3, 7, 6
8, 5, 3
5, 0, 4
6, 1, 4
7, 9, 4
6, 5, 3
5, 9, 4
0, 1, 6
6, 3, 3
6, 7, 10
0, 2, 5
2, 9, 2
9, 6, 3
4, 1, 4
3, 8, 6
1, 5, 3
6, 9, 3
2, 0, 5
9, 4, 3
9, 5, 4
5, 7, 5
7, 0, 1
3, 6, 4
6, 2, 7
3, 5, 2
9, 1, 9
5, 1, 8
7, 6, 4
4, 6, 4
7, 1, 5
0, 8, 12
1, 6, 7
1, 8, 10
6, 8, 9
5, 4, 4
3, 0, 6
4, 5, 3
8, 1, 7
2, 3, 3
3, 9, 4
2, 5, 1
8, 2, 5
3, 4, 3
8, 4, 5
0, 9, 5
1, 3, 6
9, 0, 5
5, 3, 5
1, 4, 3
7, 8, 7
0, 4, 12
8, 0, 5
2, 1, 10
5, 2, 9
1, 2, 5
8, 3, 6
4, 8, 12
0, 6, 0
1, 0, 2
6, 4, 4
1, 9, 4
3, 2, 10
7, 3, 3
2, 8, 4
7, 2, 8
2, 4, 1
9, 3, 4
4, 7, 8
5, 6, 7
