approaching, opponent, attackcount
6, 2, 6
6, 7, 7
4, 7, 5
2, 4, 5
8, 0, 7
1, 3, 4
3, 5, 5
9, 0, 4
5, 0, 4
2, 6, 5
7, 1, 5
3, 9, 6
7, 4, 4
4, 0, 8
0, 8, 4
7, 0, 6
4, 3, 2
0, 9, 11
1, 4, 2
4, 8, 3
5, 2, 4
5, 1, 4
0, 7, 3
0, 1, 5
4, 1, 1
5, 4, 2
9, 7, 3
4, 2, 9
7, 5, 6
9, 6, 3
9, 2, 4
3, 1, 2
0, 2, 1
1, 0, 7
1, 6, 7
1, 5, 7
5, 6, 5
6, 8, 1
8, 3, 3
6, 0, 8
3, 6, 7
7, 6, 7
8, 6, 7
3, 7, 4
9, 8, 2
3, 2, 7
0, 3, 8
6, 1, 2
8, 1, 7
5, 7, 3
8, 7, 5
8, 9, 0
1, 2, 6
6, 5, 4
7, 9, 8
9, 4, 4
0, 5, 4
2, 0, 8
5, 3, 4
2, 7, 3
0, 6, 7
4, 6, 6
4, 9, 8
6, 4, 2
5, 8, 3
7, 8, 2
9, 1, 11
2, 9, 7
6, 9, 6
3, 0, 14
2, 3, 4
2, 1, 3
1, 9, 8
3, 8, 5
9, 5, 8
5, 9, 4
8, 5, 3
2, 5, 3
8, 4, 11
7, 2, 9
3, 4, 6
6, 3, 3
7, 3, 5
8, 2, 2
2, 8, 4
1, 8, 3
9, 3, 9
1, 7, 3
4, 5, 2
0, 4, 1
