approaching, opponent, attackcount
5, 7, 9
9, 8, 4
7, 6, 15
5, 4, 9
4, 2, 0
7, 0, 13
7, 4, 8
3, 2, 5
7, 8, 13
4, 6, 1
2, 0, 2
6, 9, 4
2, 3, 1
4, 8, 4
1, 2, 0
8, 9, 4
0, 3, 14
7, 3, 6
8, 3, 1
2, 5, 5
7, 2, 14
5, 9, 8
8, 0, 6
4, 1, 2
5, 6, 4
9, 3, 0
5, 3, 6
0, 2, 9
5, 2, 10
2, 9, 0
3, 7, 2
3, 9, 1
2, 6, 3
9, 5, 5
5, 1, 11
4, 9, 0
2, 4, 2
6, 2, 2
1, 8, 3
3, 1, 5
4, 7, 5
2, 1, 3
1, 3, 0
4, 0, 1
1, 6, 2
5, 8, 4
7, 5, 12
4, 5, 1
9, 6, 0
9, 0, 5
0, 9, 4
2, 7, 7
0, 8, 9
8, 6, 2
9, 4, 3
4, 3, 3
6, 0, 2
1, 4, 4
0, 7, 13
9, 1, 3
3, 8, 4
1, 9, 2
6, 5, 4
0, 4, 18
6, 7, 2
3, 5, 8
7, 1, 14
3, 6, 8
0, 5, 9
6, 1, 1
8, 5, 4
6, 8, 3
1, 7, 1
7, 9, 10
3, 0, 5
5, 0, 11
8, 1, 4
6, 4, 2
6, 3, 6
3, 4, 4
8, 2, 3
1, 0, 3
1, 5, 4
0, 6, 7
2, 8, 3
8, 7, 3
9, 2, 5
8, 4, 2
0, 1, 6
9, 7, 0
