approaching, opponent, attackcount
7, 6, 7
1, 9, 9
4, 3, 4
1, 7, 5
2, 4, 0
6, 5, 0
8, 3, 6
8, 0, 6
1, 5, 7
0, 2, 5
3, 9, 3
5, 3, 3
3, 7, 2
4, 2, 3
3, 8, 3
0, 9, 5
5, 9, 3
7, 1, 4
9, 2, 12
6, 0, 2
8, 6, 5
6, 2, 4
1, 2, 4
1, 8, 5
9, 1, 12
9, 7, 14
4, 8, 1
1, 4, 4
2, 6, 6
7, 9, 4
7, 8, 8
2, 7, 7
0, 6, 11
2, 8, 4
9, 4, 13
6, 4, 2
6, 8, 6
4, 7, 1
9, 3, 19
5, 1, 5
8, 2, 5
7, 4, 6
1, 0, 4
0, 8, 9
7, 5, 9
3, 2, 1
4, 0, 3
2, 3, 1
5, 0, 4
9, 6, 10
8, 4, 4
0, 3, 12
5, 4, 5
5, 2, 1
1, 6, 9
2, 9, 2
3, 1, 1
8, 1, 5
6, 1, 5
4, 5, 4
3, 5, 2
2, 5, 3
0, 5, 14
2, 1, 6
6, 3, 0
9, 8, 10
8, 7, 3
9, 0, 3
8, 5, 4
4, 9, 3
0, 1, 2
0, 4, 11
3, 6, 2
4, 6, 5
7, 0, 4
5, 8, 0
7, 3, 3
4, 1, 3
1, 3, 1
7, 2, 5
2, 0, 4
9, 5, 17
8, 9, 2
3, 0, 1
5, 6, 2
6, 7, 3
3, 4, 2
6, 9, 2
0, 7, 6
5, 7, 3
