approaching, opponent, attackcount
6, 2, 7
7, 6, 5
9, 6, 9
9, 1, 11
5, 4, 2
6, 7, 2
5, 7, 2
5, 2, 2
9, 7, 3
3, 1, 4
8, 3, 4
6, 1, 6
8, 4, 8
4, 1, 6
7, 4, 1
4, 9, 5
1, 8, 3
9, 5, 7
7, 2, 1
2, 1, 4
7, 3, 6
3, 4, 3
5, 0, 10
0, 2, 4
0, 1, 3
4, 5, 3
9, 4, 8
2, 5, 5
4, 0, 9
2, 9, 6
2, 3, 4
2, 7, 6
0, 4, 6
4, 3, 5
8, 1, 3
7, 9, 5
3, 7, 2
5, 3, 4
5, 8, 7
6, 3, 3
1, 9, 5
0, 8, 6
1, 0, 4
6, 4, 6
5, 9, 8
9, 8, 4
3, 0, 6
0, 3, 3
9, 0, 4
4, 8, 6
0, 7, 6
8, 5, 11
8, 0, 2
2, 6, 9
0, 5, 7
8, 2, 3
5, 1, 4
0, 9, 8
7, 0, 6
1, 3, 8
7, 1, 4
4, 7, 5
8, 7, 6
2, 0, 5
3, 9, 4
6, 0, 4
6, 5, 4
4, 2, 2
0, 6, 4
7, 5, 5
1, 4, 7
9, 3, 3
3, 6, 5
3, 5, 6
9, 2, 7
6, 8, 7
3, 2, 4
8, 6, 5
5, 6, 3
7, 8, 7
1, 7, 3
6, 9, 9
1, 5, 2
2, 4, 4
1, 6, 2
1, 2, 8
2, 8, 1
3, 8, 7
4, 6, 3
8, 9, 4
