approaching, opponent, attackcount
4, 8, 2
2, 6, 4
8, 3, 5
6, 2, 7
0, 3, 3
7, 8, 4
4, 9, 6
6, 1, 2
8, 1, 2
7, 3, 10
0, 8, 4
7, 9, 3
9, 1, 2
2, 7, 1
9, 7, 6
4, 0, 7
2, 9, 5
7, 6, 5
3, 6, 6
1, 5, 6
9, 3, 4
1, 0, 4
4, 3, 6
1, 7, 0
1, 8, 7
0, 9, 10
6, 5, 4
1, 4, 3
7, 2, 4
8, 2, 2
6, 3, 8
8, 0, 7
8, 6, 5
9, 4, 9
9, 5, 7
0, 2, 1
4, 6, 8
9, 0, 8
5, 4, 8
4, 7, 6
6, 9, 6
6, 0, 4
1, 6, 5
3, 7, 6
1, 2, 3
6, 8, 6
7, 5, 8
0, 1, 4
5, 1, 7
5, 6, 9
3, 1, 2
7, 0, 3
3, 2, 5
8, 4, 4
5, 0, 9
8, 5, 2
1, 3, 6
7, 1, 6
4, 5, 0
0, 7, 8
3, 0, 6
8, 7, 5
2, 4, 6
5, 9, 6
2, 1, 7
9, 2, 2
5, 2, 3
9, 6, 5
3, 8, 5
0, 6, 4
3, 9, 2
5, 3, 3
2, 0, 4
5, 7, 8
9, 8, 5
2, 5, 6
5, 8, 9
2, 8, 2
6, 4, 5
7, 4, 1
8, 9, 7
3, 5, 3
2, 3, 2
3, 4, 8
1, 9, 3
4, 1, 6
4, 2, 8
0, 4, 7
0, 5, 5
6, 7, 3
