self, opp, fightsavoided
9, 6, 4
1, 5, 5
7, 2, 6
0, 6, 6
9, 2, 12
3, 0, 8
2, 4, 2
4, 2, 7
7, 6, 4
4, 3, 3
1, 6, 1
8, 3, 4
6, 9, 5
1, 0, 3
6, 3, 4
2, 1, 6
4, 1, 4
8, 2, 5
6, 4, 10
8, 6, 8
2, 3, 3
3, 4, 3
6, 2, 6
5, 9, 4
3, 2, 5
7, 8, 5
7, 3, 6
5, 0, 10
8, 7, 5
2, 5, 4
3, 7, 13
4, 8, 2
0, 7, 11
8, 1, 2
6, 8, 4
1, 9, 3
3, 6, 5
1, 7, 6
1, 4, 3
4, 7, 3
9, 4, 2
8, 4, 3
5, 3, 3
2, 6, 2
4, 6, 7
2, 8, 0
1, 2, 11
6, 5, 9
1, 8, 0
9, 8, 2
3, 9, 14
4, 9, 2
3, 8, 4
7, 9, 9
5, 7, 2
0, 9, 4
0, 1, 6
7, 4, 0
5, 1, 2
7, 1, 6
7, 0, 5
3, 5, 4
2, 7, 4
9, 5, 7
6, 0, 6
9, 0, 1
0, 4, 10
0, 8, 3
4, 0, 6
1, 3, 2
8, 5, 7
0, 5, 6
7, 5, 3
6, 1, 4
9, 1, 6
0, 2, 7
8, 0, 3
5, 4, 2
9, 3, 2
3, 1, 3
8, 9, 8
4, 5, 5
2, 0, 2
6, 7, 3
9, 7, 6
2, 9, 7
0, 3, 13
5, 2, 6
5, 6, 7
5, 8, 4
