"triangle.transitivity","escalation","dci","steepness","slope","variable","strategy","distribution"
0.416666666666667,0.5,0.215077605321508,-0.174099696599697,-0.0103602160005345,"rhp","mutual","clumped"
0.024390243902439,0.500554938956715,0.259423503325942,-0.137640314231223,0.00337410021899744,"rhp","mutual","clumped"
0.298969072164948,0.500554938956715,0.254988913525499,-0.163475357579636,0.0225656140455999,"rhp","mutual","clumped"
-0.164556962025316,0.5,0.253333333333333,-0.136138503010161,0.00822438987362538,"rhp","mutual","clumped"
-0.0120481927710845,0.500554938956715,0.28159645232816,-0.215213263167808,0.0246759765658002,"rhp","mutual","clumped"
-0.219047619047619,0.5,0.231111111111111,-0.0764503089503089,0.0454611737013872,"rhp","mutual","clumped"
0.222222222222222,0.5,0.222222222222222,-0.151419586501208,0.0309813841039471,"rhp","mutual","clumped"
0.157894736842105,0.5,0.24,-0.144445122431331,-0.00845875794980047,"rhp","mutual","clumped"
-0.4,0.5,0.244444444444444,-0.12643580572725,-0.00342684196254353,"rhp","mutual","clumped"
0.170731707317073,0.500554938956715,0.263858093126386,-0.173905755771785,-0.0171349968352684,"rhp","mutual","clumped"
0.0476190476190474,0.499445061043285,0.208888888888889,-0.152322207523303,0.022463023417839,"rhp","self","clumped"
-0.0370370370370372,0.5,0.253333333333333,-0.182216637332889,0.00759829889428886,"rhp","self","clumped"
0.222222222222222,0.5,0.262222222222222,-0.179664127010811,0.00682821188994158,"rhp","self","clumped"
0.314285714285715,0.5,0.275555555555556,-0.264508974602588,-0.00290369078129422,"rhp","self","clumped"
0.151515151515151,0.5,0.217777777777778,-0.185927770832782,0.0143687322608653,"rhp","self","clumped"
0.130434782608696,0.500554938956715,0.246119733924612,-0.189091300763006,0.0212068730323516,"rhp","self","clumped"
0.157894736842105,0.5,0.288888888888889,-0.215397813429085,0.0223423439871284,"rhp","self","clumped"
0.133333333333333,0.500554938956715,0.268292682926829,-0.165874571061737,-0.0390607095515741,"rhp","self","clumped"
0.111111111111111,0.5,0.315555555555556,-0.132393769922444,-0.0282447776031896,"rhp","self","clumped"
-0.2,0.5,0.253333333333333,-0.153938631523067,-0.0127870732269377,"rhp","self","clumped"
-0.263157894736842,0.499445061043285,0.311111111111111,-0.163599555030036,-0.00204012823006397,"rhp","opponent","clumped"
0.43859649122807,0.5,0.244444444444444,-0.212338144311828,0.0447966738714143,"rhp","opponent","clumped"
0.190476190476191,0.500554938956715,0.259423503325942,-0.172922587414566,0.00356207076276337,"rhp","opponent","clumped"
0.26530612244898,0.5,0.288888888888889,-0.213934029923335,0.0193899196600814,"rhp","opponent","clumped"
0.0422535211267605,0.5,0.177777777777778,-0.130041363864893,-0.02382043301532,"rhp","opponent","clumped"
-0.142857142857143,0.500554938956715,0.241685144124169,-0.118412597946091,-0.0044436423216747,"rhp","opponent","clumped"
-0.161290322580645,0.5,0.222222222222222,-0.119712718456034,-0.0657154632686177,"rhp","opponent","clumped"
0.2,0.5,0.248888888888889,-0.16965181062071,0.00551764169699932,"rhp","opponent","clumped"
0.0476190476190474,0.5,0.24,-0.157747703870699,0.00880145152175625,"rhp","opponent","clumped"
-0.128205128205128,0.5,0.248888888888889,-0.143042319633229,0.00924664986964741,"rhp","opponent","clumped"
-0.0416666666666665,0.499445061043285,0.293333333333333,-0.221657143140397,-0.0275522957238075,"history","mutual","clumped"
-0.0384615384615383,0.5,0.293333333333333,-0.168286125092345,-0.0345864514538276,"history","mutual","clumped"
0.218390804597701,0.5,0.266666666666667,-0.242430395854263,-0.0173076596667871,"history","mutual","clumped"
0.235955056179775,0.5,0.235555555555556,-0.137901549332031,-0.0332436392607274,"history","mutual","clumped"
