"","Knowledge.Mutual","History.Mutual","Knowledge.Self","History.Self","Knowledge.Opponent","History.Opponent"
"Attack Proportion",0.500055493895671,0.500110987791343,0.5,0.500055493895671,0.500055493895671,0.5
"Directional Consitancy Index",0.414922887410692,0.349781719635378,0.508989406257699,0.330523774328652,0.447346637102735,0.349473269278147
"Triangle Transitivity",0.592737410938608,0.370151167096159,0.664399193892826,0.242320757059433,0.696216761334941,0.385679515065028
"Steepness",0.428991995552717,0.300137815497731,0.474029227670075,0.245034721342896,0.485595468217155,0.288386909758408
"Average Attacks",450.2,450.3,450.1,450.2,450.2,450.1
"Average Avoids",450.1,450.1,450.1,450.1,450.1,450.1
