"","0","1","2","3","4","5","6","7","8","9"
"0",0,1,3,5,2,6,4,4,4,5
"1",3,0,7,6,6,8,8,6,5,10
"2",2,5,0,3,3,7,6,2,5,5
"3",4,2,1,0,3,7,1,5,5,4
"4",8,3,6,7,0,6,5,9,4,3
"5",8,3,8,4,4,0,6,4,6,6
"6",3,1,3,3,4,3,0,2,4,5
"7",4,2,2,4,3,5,3,0,1,1
"8",5,8,9,10,8,14,16,11,0,15
"9",6,3,2,6,2,4,3,8,4,0
