self, opp, fightsavoided
7, 3, 3
4, 9, 2
8, 2, 3
2, 9, 1
2, 6, 1
8, 9, 2
6, 4, 5
3, 1, 7
4, 2, 4
6, 2, 5
6, 1, 4
7, 6, 14
6, 7, 6
9, 7, 9
1, 5, 6
3, 2, 4
3, 0, 5
9, 3, 6
0, 6, 5
2, 5, 6
8, 5, 7
9, 5, 9
5, 6, 2
1, 3, 7
5, 7, 4
9, 6, 6
0, 7, 5
8, 1, 4
2, 1, 3
2, 7, 4
7, 5, 8
7, 9, 3
9, 0, 4
3, 6, 5
5, 8, 3
8, 7, 7
6, 8, 7
4, 8, 7
5, 3, 3
0, 2, 6
6, 5, 5
8, 4, 2
1, 7, 6
4, 1, 3
6, 3, 3
4, 3, 5
1, 8, 8
3, 4, 4
5, 4, 4
1, 4, 0
0, 3, 5
6, 9, 0
7, 1, 9
2, 0, 4
8, 0, 8
3, 7, 4
2, 8, 5
0, 9, 1
4, 7, 8
0, 4, 6
1, 6, 14
2, 4, 5
9, 8, 10
1, 0, 5
5, 0, 6
0, 5, 4
0, 8, 6
9, 1, 5
5, 1, 7
2, 3, 8
1, 9, 1
7, 8, 5
4, 0, 3
8, 3, 3
6, 0, 0
9, 4, 1
0, 1, 0
3, 5, 7
7, 4, 3
7, 2, 9
5, 2, 6
3, 9, 3
4, 6, 7
3, 8, 6
7, 0, 4
5, 9, 2
4, 5, 4
9, 2, 7
8, 6, 9
1, 2, 8
