self, opp, fightsavoided
9, 6, 0
8, 0, 3
9, 2, 0
4, 5, 9
7, 3, 2
9, 4, 0
1, 8, 8
3, 5, 4
2, 6, 3
7, 0, 3
8, 4, 1
8, 5, 8
1, 3, 6
0, 4, 3
1, 7, 6
8, 6, 17
3, 4, 7
4, 0, 11
4, 8, 5
6, 3, 8
3, 8, 8
7, 4, 1
9, 1, 0
7, 5, 7
0, 6, 2
9, 5, 0
9, 8, 0
7, 9, 10
1, 4, 3
2, 5, 13
0, 2, 7
8, 9, 9
0, 1, 2
0, 9, 16
9, 7, 0
3, 7, 10
7, 2, 7
2, 0, 7
8, 3, 1
3, 2, 5
2, 7, 10
5, 6, 0
4, 3, 2
1, 2, 6
3, 6, 6
5, 3, 0
5, 1, 0
7, 8, 4
5, 2, 0
6, 1, 1
4, 7, 3
5, 8, 0
4, 9, 13
6, 2, 2
0, 8, 3
1, 6, 8
9, 3, 0
7, 6, 6
6, 9, 16
5, 4, 0
8, 7, 4
6, 0, 8
8, 1, 5
1, 0, 8
2, 4, 4
4, 6, 8
0, 5, 5
2, 3, 8
1, 9, 3
2, 8, 4
6, 8, 0
9, 0, 0
5, 0, 0
2, 1, 4
6, 7, 2
3, 9, 12
5, 7, 0
3, 0, 17
3, 1, 6
0, 3, 6
2, 9, 9
4, 2, 7
6, 5, 6
6, 4, 2
1, 5, 16
0, 7, 2
7, 1, 5
4, 1, 2
8, 2, 5
5, 9, 0
