self, opp, fightsavoided
6, 9, 0
7, 8, 6
7, 3, 4
4, 7, 5
7, 1, 12
2, 8, 8
1, 4, 3
2, 7, 6
1, 0, 0
3, 5, 2
6, 1, 0
2, 0, 3
6, 2, 0
5, 7, 0
1, 5, 3
2, 5, 2
5, 2, 3
8, 7, 5
3, 6, 20
8, 1, 8
7, 4, 6
4, 3, 3
3, 2, 5
9, 3, 0
5, 0, 6
0, 6, 6
8, 3, 3
4, 8, 1
2, 6, 14
0, 4, 5
4, 2, 6
8, 9, 10
7, 6, 15
3, 1, 6
5, 9, 11
5, 6, 14
4, 6, 7
4, 1, 5
1, 8, 4
8, 4, 7
5, 3, 4
9, 5, 0
6, 4, 0
4, 5, 3
4, 0, 7
6, 8, 0
9, 4, 0
9, 6, 0
4, 9, 14
3, 0, 4
8, 5, 2
0, 1, 11
3, 7, 3
2, 9, 9
1, 6, 15
9, 7, 0
3, 8, 5
0, 2, 2
5, 1, 5
1, 2, 6
0, 8, 3
3, 9, 14
1, 3, 4
0, 3, 4
7, 9, 8
8, 0, 2
3, 4, 3
2, 4, 6
6, 0, 0
0, 9, 17
1, 9, 8
9, 2, 0
8, 2, 7
7, 2, 3
9, 0, 0
2, 1, 7
1, 7, 2
7, 5, 8
7, 0, 6
5, 4, 5
8, 6, 10
9, 1, 0
0, 5, 2
5, 8, 3
0, 7, 2
6, 7, 0
6, 5, 0
6, 3, 0
9, 8, 0
2, 3, 12
