self, opp, fightsavoided
1, 7, 4
4, 8, 4
3, 6, 2
5, 2, 2
4, 6, 6
2, 3, 8
5, 8, 7
5, 1, 3
6, 5, 2
6, 3, 11
1, 3, 7
1, 2, 4
1, 0, 6
3, 7, 3
4, 3, 3
3, 2, 3
4, 9, 3
6, 9, 3
6, 0, 5
7, 6, 7
7, 5, 4
5, 0, 4
0, 3, 7
0, 2, 1
0, 4, 6
0, 1, 1
3, 5, 0
7, 8, 9
9, 6, 4
6, 2, 6
9, 8, 6
3, 9, 14
8, 4, 8
4, 2, 6
0, 6, 6
1, 4, 8
9, 5, 1
8, 2, 5
8, 0, 3
1, 9, 8
2, 7, 4
2, 9, 7
7, 2, 3
1, 6, 4
7, 3, 4
2, 4, 3
2, 8, 3
9, 1, 1
4, 0, 7
3, 1, 9
6, 4, 6
8, 3, 4
6, 8, 5
7, 9, 4
0, 5, 7
5, 4, 9
6, 7, 11
2, 5, 5
7, 0, 2
3, 0, 3
4, 7, 9
3, 8, 4
2, 0, 2
9, 2, 3
2, 6, 7
9, 4, 3
5, 6, 3
4, 5, 5
5, 7, 7
7, 4, 9
6, 1, 4
0, 9, 6
1, 5, 5
8, 6, 3
8, 1, 2
8, 9, 8
5, 3, 7
5, 9, 5
3, 4, 1
0, 8, 5
8, 5, 13
9, 3, 3
4, 1, 3
7, 1, 4
0, 7, 1
1, 8, 4
9, 7, 7
9, 0, 8
2, 1, 3
8, 7, 5
