self, opp, fightsavoided
6, 8, 8
0, 1, 6
1, 7, 1
3, 4, 4
9, 3, 5
7, 1, 4
8, 4, 3
4, 2, 3
1, 0, 7
1, 8, 4
4, 8, 5
8, 0, 7
4, 0, 4
2, 8, 7
3, 1, 6
2, 5, 4
3, 6, 4
5, 9, 5
1, 3, 5
1, 5, 2
3, 8, 7
9, 2, 5
8, 7, 4
9, 7, 5
6, 9, 0
9, 1, 1
5, 7, 3
8, 3, 6
9, 5, 4
8, 1, 3
3, 0, 11
7, 4, 5
2, 0, 3
6, 5, 8
7, 9, 3
5, 4, 7
6, 0, 5
0, 7, 10
8, 9, 3
4, 1, 5
9, 0, 1
4, 6, 3
1, 6, 4
5, 6, 6
7, 6, 8
2, 1, 8
9, 4, 8
6, 3, 4
8, 2, 9
4, 5, 2
1, 9, 1
2, 9, 3
4, 3, 9
5, 2, 5
0, 5, 6
0, 4, 3
3, 2, 7
5, 1, 2
0, 6, 6
7, 2, 8
9, 8, 2
2, 6, 4
9, 6, 10
0, 9, 3
8, 5, 4
7, 3, 7
2, 4, 7
3, 7, 2
3, 5, 3
6, 4, 2
6, 2, 4
7, 5, 4
7, 8, 4
5, 0, 3
2, 7, 3
5, 3, 6
1, 2, 8
0, 8, 2
1, 4, 2
4, 7, 5
0, 2, 15
6, 1, 10
8, 6, 8
4, 9, 3
0, 3, 5
2, 3, 4
6, 7, 5
7, 0, 14
3, 9, 4
5, 8, 2
