approaching, opponent, attackcount
6, 9, 6
3, 4, 4
0, 6, 4
8, 7, 3
2, 1, 4
8, 4, 5
1, 9, 4
6, 1, 11
7, 8, 2
0, 8, 4
9, 7, 2
4, 9, 5
9, 8, 3
9, 6, 2
3, 6, 4
9, 1, 3
7, 4, 12
2, 0, 1
3, 9, 8
0, 5, 6
9, 2, 5
3, 1, 5
3, 7, 2
2, 4, 8
5, 7, 6
3, 0, 8
7, 9, 4
3, 2, 2
9, 0, 2
5, 6, 7
4, 6, 6
9, 3, 1
1, 3, 3
2, 8, 6
8, 0, 5
5, 8, 5
7, 2, 8
0, 9, 4
3, 5, 3
8, 3, 6
2, 5, 6
5, 9, 3
6, 2, 6
6, 4, 8
0, 2, 3
4, 2, 5
9, 4, 3
5, 0, 8
8, 2, 3
6, 7, 8
5, 1, 5
1, 7, 1
1, 2, 8
1, 6, 3
5, 2, 11
7, 1, 9
7, 0, 16
5, 4, 5
1, 0, 4
2, 6, 7
4, 5, 9
8, 9, 4
1, 5, 4
6, 0, 4
2, 9, 8
4, 1, 4
0, 1, 4
2, 7, 3
6, 3, 6
2, 3, 4
8, 6, 7
9, 5, 3
7, 3, 3
6, 5, 6
7, 5, 6
1, 8, 3
4, 0, 5
0, 3, 0
7, 6, 5
8, 5, 5
8, 1, 2
4, 7, 8
5, 3, 7
0, 4, 5
4, 3, 4
0, 7, 4
3, 8, 1
4, 8, 6
1, 4, 3
6, 8, 6
