approaching, opponent, attackcount
3, 5, 6
9, 6, 3
0, 9, 4
6, 0, 5
4, 5, 3
1, 7, 4
1, 9, 4
3, 9, 4
3, 1, 5
8, 6, 1
7, 6, 3
3, 6, 4
5, 0, 5
7, 3, 1
2, 3, 6
9, 7, 7
9, 4, 7
5, 7, 3
8, 5, 3
6, 3, 4
9, 3, 5
3, 0, 6
8, 7, 4
2, 7, 3
0, 8, 3
6, 9, 5
8, 9, 8
9, 2, 5
6, 4, 3
5, 2, 2
5, 1, 4
7, 9, 4
4, 7, 8
0, 6, 1
9, 8, 4
1, 6, 5
7, 8, 3
8, 1, 6
5, 4, 8
3, 8, 8
8, 4, 4
1, 0, 11
3, 7, 4
0, 1, 7
4, 1, 9
5, 6, 4
2, 1, 8
9, 1, 3
9, 0, 10
1, 4, 12
4, 0, 4
1, 8, 6
4, 2, 3
5, 8, 6
8, 0, 5
6, 8, 2
6, 7, 5
4, 9, 9
6, 5, 8
7, 1, 3
8, 3, 5
4, 8, 6
0, 2, 6
2, 8, 3
0, 3, 3
1, 5, 5
7, 5, 4
1, 3, 13
7, 2, 4
7, 4, 2
4, 6, 3
8, 2, 6
2, 9, 4
0, 5, 3
1, 2, 11
2, 4, 7
7, 0, 3
0, 4, 1
0, 7, 4
2, 5, 9
6, 1, 5
5, 3, 4
5, 9, 2
3, 2, 9
6, 2, 5
4, 3, 3
3, 4, 4
2, 0, 4
2, 6, 3
9, 5, 9
