self, opp, fightsavoided
3, 8, 4
6, 4, 0
0, 6, 2
3, 5, 4
4, 0, 5
2, 9, 9
7, 4, 7
3, 7, 6
7, 2, 10
6, 1, 0
1, 0, 4
7, 8, 4
2, 3, 6
8, 6, 10
8, 1, 5
9, 7, 2
3, 2, 1
8, 2, 8
2, 5, 2
6, 5, 0
9, 2, 3
0, 3, 11
1, 7, 5
0, 2, 4
4, 7, 3
6, 0, 0
8, 4, 13
0, 5, 5
7, 6, 15
9, 4, 3
3, 4, 11
5, 9, 8
6, 8, 0
7, 0, 4
4, 8, 4
2, 8, 5
1, 8, 9
3, 0, 12
0, 9, 8
7, 9, 5
3, 1, 0
8, 7, 2
0, 4, 6
6, 3, 0
2, 1, 3
6, 2, 0
9, 1, 8
6, 7, 0
8, 3, 7
9, 5, 3
4, 5, 1
5, 4, 9
5, 8, 6
4, 2, 2
7, 3, 6
1, 9, 3
0, 1, 6
1, 6, 8
0, 7, 6
5, 1, 2
5, 2, 6
8, 9, 11
5, 3, 7
2, 4, 6
5, 0, 7
9, 3, 9
9, 6, 11
9, 0, 7
4, 1, 4
6, 9, 0
5, 6, 6
1, 4, 5
1, 2, 0
1, 3, 5
2, 6, 6
3, 6, 2
1, 5, 4
4, 9, 5
4, 3, 2
0, 8, 2
9, 8, 1
4, 6, 5
8, 0, 3
2, 0, 8
7, 1, 9
7, 5, 3
3, 9, 8
8, 5, 5
2, 7, 4
5, 7, 4
