self, opp, fightsavoided
8, 5, 3
9, 5, 4
3, 4, 0
7, 0, 13
4, 5, 3
6, 1, 6
9, 8, 5
3, 6, 5
8, 3, 3
6, 2, 15
4, 0, 4
7, 8, 0
8, 6, 3
7, 4, 8
7, 9, 8
1, 2, 0
2, 9, 0
9, 6, 4
8, 0, 5
7, 5, 5
3, 2, 7
2, 4, 0
7, 6, 5
3, 9, 2
5, 6, 6
0, 7, 7
6, 3, 8
8, 2, 15
1, 8, 0
5, 8, 6
6, 7, 13
1, 9, 0
0, 6, 9
8, 1, 11
1, 7, 0
6, 8, 3
2, 1, 0
1, 0, 0
0, 9, 1
4, 3, 2
6, 9, 5
3, 1, 16
8, 4, 8
5, 1, 7
1, 5, 0
7, 1, 6
8, 7, 4
0, 3, 8
6, 4, 5
0, 4, 6
4, 9, 3
7, 3, 2
2, 0, 0
3, 7, 0
2, 3, 0
4, 2, 5
9, 4, 11
5, 3, 9
5, 2, 4
2, 8, 0
6, 5, 5
5, 0, 8
4, 7, 1
0, 5, 6
2, 6, 0
0, 2, 7
0, 8, 5
2, 5, 0
9, 0, 6
9, 3, 13
0, 1, 4
4, 8, 2
5, 7, 4
3, 5, 4
1, 4, 0
5, 4, 9
3, 0, 12
5, 9, 6
9, 2, 10
9, 7, 8
3, 8, 4
8, 9, 7
1, 6, 0
1, 3, 0
7, 2, 15
4, 6, 5
6, 0, 6
4, 1, 8
2, 7, 0
9, 1, 7
