self, opp, fightsavoided
4, 0, 0
2, 5, 9
6, 4, 12
9, 4, 12
2, 9, 7
6, 8, 9
3, 7, 9
3, 2, 8
1, 7, 4
5, 3, 0
8, 1, 12
4, 7, 0
9, 8, 6
7, 5, 10
1, 8, 8
8, 7, 4
7, 8, 7
9, 7, 5
0, 1, 0
0, 4, 0
4, 2, 0
8, 6, 6
1, 3, 1
8, 0, 5
0, 3, 0
4, 9, 0
1, 0, 5
6, 2, 5
2, 0, 10
3, 9, 9
1, 2, 5
2, 7, 2
7, 1, 9
5, 8, 0
9, 3, 8
7, 0, 8
4, 6, 0
5, 6, 0
7, 3, 7
4, 3, 0
3, 6, 6
6, 0, 0
0, 2, 0
3, 5, 10
5, 2, 0
0, 6, 0
6, 7, 5
1, 4, 2
3, 1, 17
9, 2, 4
8, 3, 4
8, 2, 2
5, 1, 0
0, 8, 0
5, 7, 0
0, 9, 0
4, 1, 0
9, 6, 21
2, 4, 8
2, 1, 5
6, 3, 3
9, 0, 1
6, 5, 10
5, 0, 0
5, 9, 0
3, 4, 8
1, 6, 6
1, 5, 1
7, 6, 10
5, 4, 0
1, 9, 2
8, 5, 4
7, 9, 11
0, 5, 0
8, 4, 5
4, 5, 0
3, 0, 14
4, 8, 0
9, 1, 10
2, 3, 9
7, 2, 3
2, 6, 12
6, 9, 4
8, 9, 5
2, 8, 15
0, 7, 0
7, 4, 7
9, 5, 8
6, 1, 8
3, 8, 8
