approaching, opponent, attackcount
9, 3, 6
7, 6, 7
5, 1, 7
7, 2, 6
0, 9, 5
8, 3, 5
6, 9, 4
4, 5, 7
9, 0, 2
6, 7, 9
4, 6, 7
1, 9, 3
6, 1, 2
4, 9, 8
1, 4, 6
5, 6, 4
9, 1, 4
5, 7, 6
8, 5, 5
6, 8, 5
7, 9, 4
5, 3, 4
4, 0, 4
1, 3, 5
0, 5, 6
2, 3, 3
4, 8, 4
5, 0, 2
7, 8, 4
8, 1, 10
0, 2, 4
2, 6, 8
6, 4, 7
6, 3, 5
8, 6, 5
0, 8, 5
7, 4, 3
5, 9, 11
2, 7, 5
2, 4, 7
5, 2, 9
0, 7, 6
3, 8, 6
0, 1, 2
7, 0, 3
7, 1, 5
8, 9, 5
3, 4, 5
6, 5, 4
3, 2, 2
7, 5, 3
3, 5, 5
2, 5, 7
0, 4, 5
3, 6, 8
1, 0, 2
2, 1, 6
2, 0, 2
0, 6, 3
9, 8, 2
3, 7, 3
8, 2, 5
5, 8, 12
8, 0, 2
4, 1, 4
1, 6, 1
3, 0, 3
6, 2, 4
4, 2, 7
9, 5, 8
6, 0, 5
5, 4, 3
9, 6, 10
4, 3, 3
9, 4, 4
7, 3, 3
8, 4, 5
2, 8, 13
4, 7, 1
0, 3, 4
3, 1, 4
1, 2, 4
9, 2, 4
3, 9, 1
8, 7, 5
1, 7, 2
9, 7, 11
2, 9, 4
1, 8, 5
1, 5, 6
