approaching, opponent, attackcount
1, 3, 3
6, 0, 3
7, 2, 3
9, 0, 7
6, 9, 4
4, 5, 8
6, 2, 6
3, 2, 8
0, 1, 5
3, 8, 6
9, 7, 6
9, 3, 3
8, 2, 2
8, 6, 3
4, 0, 4
4, 7, 5
0, 6, 3
5, 3, 5
6, 7, 2
2, 6, 7
2, 0, 6
5, 6, 2
1, 4, 6
8, 3, 3
0, 3, 5
5, 8, 7
0, 8, 6
4, 8, 8
7, 6, 7
5, 1, 3
3, 9, 4
1, 7, 13
5, 9, 4
3, 5, 5
5, 2, 6
3, 4, 3
0, 9, 2
8, 7, 3
5, 0, 1
2, 8, 2
3, 7, 5
8, 1, 10
9, 4, 3
0, 4, 7
6, 4, 5
6, 3, 3
8, 5, 6
1, 8, 7
1, 2, 3
1, 9, 12
0, 7, 8
3, 6, 2
9, 6, 4
4, 1, 5
9, 8, 9
7, 4, 5
2, 3, 6
7, 0, 6
7, 9, 5
7, 8, 6
7, 3, 2
8, 4, 2
2, 7, 2
6, 1, 8
5, 4, 8
2, 1, 3
1, 6, 4
2, 4, 5
0, 5, 5
4, 9, 10
2, 9, 3
4, 3, 7
3, 1, 1
1, 0, 5
6, 8, 2
7, 5, 5
1, 5, 4
8, 0, 6
9, 1, 9
9, 5, 8
0, 2, 5
5, 7, 8
6, 5, 3
9, 2, 2
3, 0, 6
4, 6, 1
2, 5, 4
7, 1, 9
8, 9, 4
4, 2, 3
