approaching, opponent, attackcount
4, 7, 0
1, 8, 0
5, 7, 2
4, 9, 0
3, 4, 0
9, 8, 4
3, 7, 1
1, 4, 1
7, 8, 3
9, 7, 1
9, 3, 14
2, 9, 5
1, 5, 1
5, 9, 1
4, 5, 1
4, 0, 1
7, 6, 3
8, 6, 0
1, 6, 1
8, 3, 12
8, 5, 0
2, 1, 13
3, 1, 1
3, 0, 3
1, 7, 0
5, 1, 22
4, 1, 4
5, 8, 4
2, 6, 3
6, 2, 0
2, 8, 1
9, 6, 2
6, 0, 23
7, 9, 1
1, 2, 0
0, 8, 0
3, 8, 0
2, 5, 0
0, 3, 6
6, 7, 1
8, 9, 1
2, 7, 3
1, 0, 1
4, 8, 0
8, 7, 0
2, 3, 11
0, 9, 1
4, 3, 6
0, 6, 1
0, 5, 0
8, 1, 18
5, 4, 11
0, 7, 1
7, 1, 20
9, 5, 2
5, 3, 17
7, 4, 9
6, 4, 10
5, 6, 2
0, 2, 0
9, 2, 1
7, 5, 1
9, 4, 21
2, 4, 11
0, 1, 0
6, 8, 2
8, 0, 8
4, 6, 0
9, 0, 13
0, 4, 2
8, 2, 0
8, 4, 10
9, 1, 18
6, 3, 16
5, 2, 4
1, 3, 2
5, 0, 18
3, 2, 0
6, 9, 2
3, 6, 0
7, 0, 18
1, 9, 1
4, 2, 0
3, 9, 2
3, 5, 0
6, 1, 17
7, 3, 15
6, 5, 1
2, 0, 18
7, 2, 0
