self, opp, fightsavoided
6, 0, 6
0, 5, 5
3, 5, 2
9, 6, 2
0, 9, 3
4, 2, 6
4, 1, 6
5, 8, 5
6, 4, 2
7, 3, 0
0, 8, 5
2, 9, 6
1, 7, 2
6, 7, 5
3, 1, 4
2, 7, 1
4, 7, 4
6, 1, 7
5, 2, 6
1, 5, 2
2, 1, 3
1, 2, 0
8, 4, 10
5, 4, 12
7, 9, 5
0, 2, 8
2, 4, 11
8, 9, 2
6, 2, 12
3, 8, 4
5, 9, 6
9, 3, 1
0, 1, 4
9, 5, 10
1, 4, 8
5, 7, 1
2, 5, 7
1, 0, 0
8, 6, 8
4, 3, 0
3, 0, 9
0, 7, 4
7, 8, 5
7, 5, 6
8, 1, 9
0, 4, 5
5, 1, 10
9, 8, 2
4, 0, 1
3, 7, 4
3, 4, 5
9, 7, 4
5, 6, 2
8, 3, 2
2, 8, 3
0, 3, 4
1, 3, 0
7, 2, 6
4, 8, 4
5, 0, 0
7, 4, 12
5, 3, 0
7, 1, 6
8, 0, 5
3, 9, 7
9, 0, 1
2, 0, 0
3, 2, 7
6, 8, 7
8, 2, 8
6, 5, 4
6, 3, 2
4, 5, 8
2, 6, 8
4, 6, 2
3, 6, 8
1, 8, 1
1, 6, 6
1, 9, 2
8, 5, 9
9, 1, 4
7, 0, 4
2, 3, 0
4, 9, 6
9, 2, 8
6, 9, 4
0, 6, 5
8, 7, 13
7, 6, 18
9, 4, 9
