self, opp, fightsavoided
7, 9, 1
8, 1, 3
5, 4, 4
5, 7, 9
3, 8, 5
7, 4, 0
0, 5, 3
7, 1, 2
2, 6, 5
4, 3, 7
8, 0, 1
3, 5, 3
5, 6, 13
7, 2, 0
9, 6, 3
8, 6, 5
7, 3, 11
7, 8, 3
7, 6, 6
4, 0, 7
3, 6, 12
1, 5, 8
3, 4, 3
0, 2, 8
4, 9, 4
5, 8, 7
2, 9, 13
8, 7, 4
6, 5, 3
5, 0, 1
5, 9, 3
7, 0, 0
8, 2, 0
8, 5, 5
2, 8, 4
7, 5, 3
3, 0, 0
9, 0, 8
4, 1, 6
1, 8, 4
0, 4, 6
9, 8, 8
0, 3, 1
9, 1, 6
8, 3, 2
1, 9, 2
8, 9, 4
6, 1, 5
2, 0, 6
0, 1, 4
0, 9, 3
3, 7, 8
1, 2, 0
1, 7, 6
9, 4, 4
2, 1, 14
4, 6, 8
3, 1, 4
6, 7, 4
4, 5, 8
1, 4, 9
2, 4, 13
6, 9, 2
3, 2, 0
2, 5, 9
6, 8, 5
2, 3, 3
6, 3, 10
5, 3, 8
3, 9, 0
9, 7, 10
9, 2, 1
1, 3, 10
1, 6, 8
0, 6, 7
5, 1, 4
1, 0, 0
6, 0, 1
4, 8, 9
4, 2, 6
0, 7, 3
2, 7, 10
9, 5, 8
9, 3, 5
4, 7, 6
0, 8, 4
5, 2, 0
6, 4, 8
8, 4, 1
6, 2, 0
