self, opp, fightsavoided
9, 0, 3
3, 7, 2
8, 0, 6
4, 5, 4
6, 7, 1
2, 9, 2
7, 0, 2
1, 9, 5
6, 3, 9
0, 5, 2
7, 5, 3
4, 6, 5
9, 2, 2
3, 8, 7
2, 1, 6
5, 8, 6
2, 7, 7
3, 6, 7
8, 5, 3
6, 0, 6
6, 2, 3
1, 4, 2
2, 4, 4
3, 1, 6
5, 6, 16
1, 3, 7
5, 3, 10
9, 1, 6
8, 4, 7
4, 2, 3
3, 5, 8
7, 2, 7
4, 9, 7
8, 7, 4
4, 1, 2
1, 0, 0
0, 7, 5
3, 4, 5
5, 2, 4
8, 1, 4
4, 7, 5
3, 0, 2
4, 8, 3
0, 6, 4
6, 5, 2
0, 2, 2
1, 6, 4
7, 3, 5
7, 4, 13
0, 1, 9
1, 7, 7
9, 3, 6
4, 3, 14
6, 1, 5
7, 9, 8
3, 2, 5
9, 7, 5
7, 6, 3
8, 9, 0
5, 9, 6
5, 0, 10
0, 9, 7
5, 7, 6
2, 5, 3
1, 2, 2
2, 3, 9
3, 9, 6
6, 4, 8
9, 8, 2
1, 5, 2
6, 8, 1
8, 3, 5
1, 8, 1
2, 6, 8
7, 1, 5
2, 8, 2
0, 3, 9
8, 2, 2
6, 9, 4
9, 4, 1
9, 5, 5
9, 6, 6
7, 8, 5
0, 4, 2
5, 1, 8
8, 6, 4
0, 8, 6
2, 0, 4
5, 4, 8
4, 0, 4
